narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes
P02_129_202,P02,P02_129,00:07:28.153,00:07:26.36,00:07:29.00,22318,22450,pick up cutlery from drainer,pick-up,0,cutlery,58,"['cutlery', 'drainer']","[58, 110]"
P02_129_203,P02,P02_129,00:07:31.656,00:07:30.82,00:07:32.23,22541,22611,open drawer,open,3,drawer,8,['drawer'],[8]
P02_129_204,P02,P02_129,00:07:32.906,00:07:32.31,00:07:33.29,22615,22664,put spoon in drawer,put-in,5,spoon,1,"['spoon', 'drawer']","[1, 8]"
P02_129_205,P02,P02_129,00:07:33.407,00:07:33.02,00:07:34.06,22651,22703,put knife in drawer,put-in,5,knife,4,"['knife', 'drawer']","[4, 8]"
P02_129_206,P02,P02_129,00:07:34.406,00:07:34.05,00:07:34.90,22702,22745,close drawer,close,4,drawer,8,['drawer'],[8]
P02_129_207,P02,P02_129,00:07:37.413,00:07:36.87,00:07:40.23,22843,23011,wear glove,wear,68,glove,60,['glove'],[60]
P02_129_208,P02,P02_129,00:07:40.661,00:07:39.56,00:07:41.23,22978,23061,move chopping board,move,11,board:chopping,18,['board:chopping'],[18]
P02_129_209,P02,P02_129,00:07:41.408,00:07:41.06,00:07:44.35,23053,23217,wear glove,wear,68,glove,60,['glove'],[60]
P02_129_21,P02,P02_129,00:00:40.403,00:00:40.00,00:00:40.62,2000,2030,put spaghetti into pan,put-into,5,spaghetti,45,"['spaghetti', 'pan']","[45, 5]"
P02_129_210,P02,P02_129,00:07:44.915,00:07:44.45,00:07:44.98,23222,23249,pick up sponge,pick-up,0,sponge,9,['sponge'],[9]
P02_129_211,P02,P02_129,00:07:45.167,00:07:45.08,00:07:46.04,23254,23302,open tap,turn-on,6,tap,0,['tap'],[0]
P02_129_212,P02,P02_129,00:07:45.660,00:07:46.14,00:07:46.79,23307,23339,rinse sponge,rinse,2,sponge,9,['sponge'],[9]
P02_129_213,P02,P02_129,00:07:46.665,00:07:46.43,00:07:47.22,23321,23361,close tap,turn-off,8,tap,0,['tap'],[0]
P02_129_214,P02,P02_129,00:07:47.164,00:07:47.19,00:07:48.11,23359,23405,squeeze sponge,squeeze,18,sponge,9,['sponge'],[9]
P02_129_215,P02,P02_129,00:07:47.911,00:07:47.78,00:07:48.33,23389,23416,pick up washing liquid bottle,pick-up,0,bottle:washing:liquid,15,['bottle:washing:liquid'],[15]
P02_129_216,P02,P02_129,00:07:48.155,00:07:48.34,00:07:49.47,23417,23473,pour washing liquid from bottle onto sponge,pour-onto,9,liquid:washing,22,"['liquid:washing', 'bottle', 'sponge']","[22, 15, 9]"
P02_129_217,P02,P02_129,00:07:49.656,00:07:50.04,00:07:50.66,23502,23533,put down washing liquid bottle,put-down,1,bottle:washing:liquid,15,['bottle:washing:liquid'],[15]
P02_129_218,P02,P02_129,00:07:50.654,00:07:50.65,00:07:51.07,23532,23553,pick up spoon from sink,pick-up,0,spoon,1,"['spoon', 'sink']","[1, 63]"
P02_129_219,P02,P02_129,00:07:51.404,00:07:51.35,00:07:53.63,23567,23681,sponge spoon,sponge,2,spoon,1,['spoon'],[1]
P02_129_22,P02,P02_129,00:00:41.654,00:00:40.98,00:00:42.28,2049,2114,pick up spaghetti bag,pick-up,0,bag:spaghetti,19,['bag:spaghetti'],[19]
P02_129_220,P02,P02_129,00:07:53.653,00:07:53.68,00:07:54.29,23684,23714,put down sponge,put-down,1,sponge,9,['sponge'],[9]
P02_129_221,P02,P02_129,00:07:54.156,00:07:54.34,00:07:55.22,23717,23761,open tap,turn-on,6,tap,0,['tap'],[0]
P02_129_222,P02,P02_129,00:07:55.155,00:07:55.25,00:07:58.28,23762,23914,rinse spoon,rinse,2,spoon,1,['spoon'],[1]
P02_129_223,P02,P02_129,00:07:57.903,00:07:58.05,00:07:58.58,23902,23929,close tap,turn-off,8,tap,0,['tap'],[0]
P02_129_224,P02,P02_129,00:07:58.902,00:07:59.06,00:07:59.60,23953,23980,put down spoon,put-down,1,spoon,1,['spoon'],[1]
P02_129_225,P02,P02_129,00:07:59.902,00:07:59.49,00:08:00.12,23974,24006,pick up plate from sink,pick-up,0,plate,2,"['plate', 'sink']","[2, 63]"
P02_129_226,P02,P02_129,00:07:59.903,00:08:00.19,00:08:00.49,24009,24024,pick up sponge,pick-up,0,sponge,9,['sponge'],[9]
P02_129_227,P02,P02_129,00:08:00.405,00:08:00.59,00:08:03.83,24029,24191,sponge plate,sponge,2,plate,2,['plate'],[2]
P02_129_228,P02,P02_129,00:08:03.654,00:08:03.93,00:08:04.64,24196,24232,put down sponge,put-down,1,sponge,9,['sponge'],[9]
P02_129_229,P02,P02_129,00:08:04.154,00:08:04.20,00:08:05.29,24210,24264,open tap,turn-on,6,tap,0,['tap'],[0]
P02_129_23,P02,P02_129,00:00:43.403,00:00:42.81,00:00:45.58,2140,2279,pick spaghetti from packaging,pick-from,0,spaghetti,45,"['spaghetti', 'packaging']","[45, 26]"
P02_129_230,P02,P02_129,00:08:05.404,00:08:05.32,00:08:10.02,24266,24501,rinse plate,rinse,2,plate,2,['plate'],[2]
P02_129_231,P02,P02_129,00:08:09.905,00:08:09.82,00:08:10.71,24491,24535,close tap,turn-off,8,tap,0,['tap'],[0]
P02_129_232,P02,P02_129,00:08:11.404,00:08:10.75,00:08:12.18,24537,24609,put plate in drainer,put-in,5,plate,2,"['plate', 'drainer']","[2, 110]"
P02_129_233,P02,P02_129,00:08:11.908,00:08:11.47,00:08:12.12,24573,24606,pick up chopping board from sink,pick-up,0,board:chopping,18,"['board:chopping', 'sink']","[18, 63]"
P02_129_234,P02,P02_129,00:08:12.154,00:08:12.02,00:08:12.38,24601,24619,pick up sponge,pick-up,0,sponge,9,['sponge'],[9]
P02_129_235,P02,P02_129,00:08:12.402,00:08:12.39,00:08:21.02,24619,25051,sponge chopping board,sponge,2,board:chopping,18,['board:chopping'],[18]
P02_129_236,P02,P02_129,00:08:20.905,00:08:21.12,00:08:21.74,25056,25087,put down sponge,put-down,1,sponge,9,['sponge'],[9]
P02_129_237,P02,P02_129,00:08:21.403,00:08:21.83,00:08:22.95,25091,25147,open tap,turn-on,6,tap,0,['tap'],[0]
P02_129_238,P02,P02_129,00:08:22.159,00:08:22.71,00:08:25.47,25135,25273,rinse chopping board,rinse,2,board:chopping,18,['board:chopping'],[18]
P02_129_239,P02,P02_129,00:08:25.155,00:08:25.38,00:08:25.85,25269,25292,close tap,turn-off,8,tap,0,['tap'],[0]
P02_129_24,P02,P02_129,00:00:46.405,00:00:46.09,00:00:47.02,2304,2351,put down spaghetti bag,put-down,1,bag:spaghetti,19,['bag:spaghetti'],[19]
P02_129_240,P02,P02_129,00:08:26.655,00:08:25.94,00:08:27.65,25297,25382,put chopping board in drainer,put-in,5,board:chopping,18,"['board:chopping', 'drainer']","[18, 110]"
P02_129_241,P02,P02_129,00:08:28.157,00:08:27.58,00:08:28.74,25379,25437,pick up sponge,pick-up,0,sponge,9,['sponge'],[9]
P02_129_242,P02,P02_129,00:08:28.654,00:08:28.77,00:08:29.23,25438,25461,pick up washing liquid bottle,pick-up,0,bottle:washing:liquid,15,['bottle:washing:liquid'],[15]
P02_129_243,P02,P02_129,00:08:29.158,00:08:29.33,00:08:30.24,25466,25512,pour washing liquid from bottle onto sponge,pour-onto,9,liquid:washing,22,"['liquid:washing', 'bottle', 'sponge']","[22, 15, 9]"
P02_129_244,P02,P02_129,00:08:30.153,00:08:30.32,00:08:31.31,25516,25565,put down washing liquid bottle,put-down,1,bottle:washing:liquid,15,['bottle:washing:liquid'],[15]
P02_129_245,P02,P02_129,00:08:31.154,00:08:30.65,00:08:31.51,25532,25575,put down sponge,put-down,1,sponge,9,['sponge'],[9]
P02_129_246,P02,P02_129,00:08:31.903,00:08:31.61,00:08:33.66,25580,25683,take off gloves,take-off,12,glove,60,['glove'],[60]
P02_129_247,P02,P02_129,00:08:34.653,00:08:34.27,00:08:35.04,25713,25752,pick up spoon,pick-up,0,spoon,1,['spoon'],[1]
P02_129_248,P02,P02_129,00:08:35.406,00:08:35.11,00:08:44.72,25755,26236,stir sauce in pan,stir,10,sauce,47,"['sauce', 'pan']","[47, 5]"
P02_129_249,P02,P02_129,00:08:45.906,00:08:45.39,00:08:46.24,26269,26312,press timer button to check timer,press,21,button:timer,111,"['button:timer', 'timer:check']","[111, 111]"
P02_129_25,P02,P02_129,00:00:49.404,00:00:49.00,00:00:50.39,2450,2519,break spaghetti,break,30,spaghetti,45,['spaghetti'],[45]
P02_129_250,P02,P02_129,00:08:47.153,00:08:46.44,00:08:47.96,26322,26398,put down spoon,put-down,1,spoon,1,['spoon'],[1]
P02_129_251,P02,P02_129,00:08:48.155,00:08:48.04,00:08:49.14,26402,26457,adjust heat,adjust,17,heat,65,['heat'],[65]
P02_129_252,P02,P02_129,00:08:51.157,00:08:51.09,00:08:55.61,26554,26780,put on gloves,put-on,1,glove,60,['glove'],[60]
P02_129_253,P02,P02_129,00:08:55.657,00:08:55.69,00:08:56.49,26784,26824,pick up sponge,pick-up,0,sponge,9,['sponge'],[9]
P02_129_254,P02,P02_129,00:08:56.407,00:08:55.98,00:08:56.53,26799,26826,pick up knife from sink,pick-up,0,knife,4,"['knife', 'sink']","[4, 63]"
P02_129_255,P02,P02_129,00:08:56.657,00:08:56.75,00:08:59.32,26837,26966,sponge knife,sponge,2,knife,4,['knife'],[4]
P02_129_256,P02,P02_129,00:08:59.403,00:08:59.42,00:08:59.98,26970,26999,pick up knife from sink,pick-up,0,knife,4,"['knife', 'sink']","[4, 63]"
P02_129_257,P02,P02_129,00:08:59.906,00:09:00.44,00:09:02.14,27022,27107,sponge knife,sponge,2,knife,4,['knife'],[4]
P02_129_258,P02,P02_129,00:09:02.656,00:09:02.84,00:09:03.53,27142,27176,pick up knife from sink,pick-up,0,knife,4,"['knife', 'sink']","[4, 63]"
P02_129_259,P02,P02_129,00:09:03.657,00:09:03.90,00:09:06.20,27195,27310,sponge knife,sponge,2,knife,4,['knife'],[4]
P02_129_26,P02,P02_129,00:00:50.653,00:00:50.49,00:00:51.16,2524,2558,put spaghetti in pan,put-in,5,spaghetti,45,"['spaghetti', 'pan']","[45, 5]"
P02_129_260,P02,P02_129,00:09:06.655,00:09:06.38,00:09:06.96,27319,27348,pick up knife from sink,pick-up,0,knife,4,"['knife', 'sink']","[4, 63]"
P02_129_261,P02,P02_129,00:09:07.158,00:09:07.06,00:09:09.60,27352,27480,sponge knife,sponge,2,knife,4,['knife'],[4]
P02_129_262,P02,P02_129,00:09:10.659,00:09:10.15,00:09:11.05,27507,27552,pick up knife from top of chopping board,pick-up,0,knife,4,"['knife', 'top', 'board:chopping']","[4, 42, 18]"
P02_129_263,P02,P02_129,00:09:11.158,00:09:10.90,00:09:14.19,27545,27709,sponge knife,sponge,2,knife,4,['knife'],[4]
P02_129_264,P02,P02_129,00:09:14.407,00:09:14.13,00:09:15.12,27706,27756,pick up knife from sink,pick-up,0,knife,4,"['knife', 'sink']","[4, 63]"
P02_129_265,P02,P02_129,00:09:15.909,00:09:15.66,00:09:18.89,27783,27944,sponge knife,sponge,2,knife,4,['knife'],[4]
P02_129_266,P02,P02_129,00:09:18.663,00:09:19.04,00:09:19.61,27952,27980,put down sponge,put-down,1,sponge,9,['sponge'],[9]
P02_129_267,P02,P02_129,00:09:19.657,00:09:19.49,00:09:20.67,27974,28033,open tap,turn-on,6,tap,0,['tap'],[0]
P02_129_268,P02,P02_129,00:09:20.160,00:09:20.55,00:09:29.30,28027,28464,rinse knives,rinse,2,knife,4,['knife'],[4]
P02_129_269,P02,P02_129,00:09:30.415,00:09:29.39,00:09:30.44,28469,28522,close tap,turn-off,8,tap,0,['tap'],[0]
P02_129_27,P02,P02_129,00:00:55.903,00:00:54.85,00:00:55.71,2742,2785,pick up bag containing garlic,pick-up,0,bag,19,"['bag', 'garlic:containing']","[19, 51]"
P02_129_270,P02,P02_129,00:09:31.660,00:09:30.85,00:09:33.78,28542,28689,put knives in drainer,put-in,5,knife,4,"['knife', 'drainer']","[4, 110]"
P02_129_271,P02,P02_129,00:09:33.913,00:09:33.57,00:09:34.19,28678,28709,pick up sponge,pick-up,0,sponge,9,['sponge'],[9]
P02_129_272,P02,P02_129,00:09:34.411,00:09:34.10,00:09:34.58,28705,28729,pick up squeezer cover,pick-up,0,cover:squeezer,89,['cover:squeezer'],[89]
P02_129_273,P02,P02_129,00:09:34.666,00:09:34.70,00:09:40.81,28735,29040,sponge squeezer cover,sponge,2,cover:squeezer,89,['cover:squeezer'],[89]
P02_129_274,P02,P02_129,00:09:41.165,00:09:40.79,00:09:41.48,29039,29074,put down sponge,put-down,1,sponge,9,['sponge'],[9]
P02_129_275,P02,P02_129,00:09:41.666,00:09:41.57,00:09:42.49,29078,29124,open tap,turn-on,6,tap,0,['tap'],[0]
P02_129_276,P02,P02_129,00:09:42.657,00:09:42.46,00:09:44.42,29123,29220,rinse squeezer cover,rinse,2,squeezer,106,['squeezer'],[106]
P02_129_277,P02,P02_129,00:09:44.902,00:09:44.52,00:09:46.75,29226,29337,close tap,turn-off,8,tap,0,['tap'],[0]
P02_129_278,P02,P02_129,00:09:46.659,00:09:46.63,00:09:47.29,29331,29364,put squeezer cover in drainer,put-in,5,cover:squeezer,89,"['cover:squeezer', 'drainer']","[89, 110]"
P02_129_279,P02,P02_129,00:09:47.154,00:09:47.17,00:09:47.68,29358,29383,pick up spoon,pick-up,0,spoon,1,['spoon'],[1]
P02_129_28,P02,P02_129,00:00:56.154,00:00:55.51,00:00:57.74,2775,2887,open bag,open,3,bag,19,['bag'],[19]
P02_129_280,P02,P02_129,00:09:47.402,00:09:47.39,00:09:47.65,29369,29382,pick up sponge,pick-up,0,sponge,9,['sponge'],[9]
P02_129_281,P02,P02_129,00:09:47.905,00:09:47.75,00:09:50.90,29387,29545,sponge spoon,sponge,2,spoon,1,['spoon'],[1]
P02_129_282,P02,P02_129,00:09:50.652,00:09:50.93,00:09:51.30,29546,29564,pick up spoon from sink,pick-up,0,spoon,1,"['spoon', 'sink']","[1, 63]"
P02_129_283,P02,P02_129,00:09:51.402,00:09:51.72,00:09:54.39,29586,29719,sponge spoon,sponge,2,spoon,1,['spoon'],[1]
P02_129_284,P02,P02_129,00:09:54.154,00:09:54.49,00:09:55.02,29724,29751,pick up spoon from sink,pick-up,0,spoon,1,"['spoon', 'sink']","[1, 63]"
P02_129_285,P02,P02_129,00:09:55.654,00:09:53.59,00:09:56.49,29679,29824,sponge spoon,sponge,2,spoon,1,['spoon'],[1]
P02_129_286,P02,P02_129,00:10:01.155,00:10:00.40,00:10:02.56,30020,30127,pick up knife from sink,pick-up,0,knife,4,"['knife', 'sink']","[4, 63]"
P02_129_287,P02,P02_129,00:10:02.656,00:10:02.62,00:10:05.76,30131,30288,sponge knife,sponge,2,knife,4,['knife'],[4]
P02_129_288,P02,P02_129,00:10:10.153,00:10:05.71,00:10:10.09,30285,30504,pick up fork from sink,pick-up,0,fork,14,"['fork', 'sink']","[14, 63]"
P02_129_289,P02,P02_129,00:10:10.655,00:10:10.15,00:10:13.03,30507,30651,sponge fork,sponge,2,fork,14,['fork'],[14]
P02_129_29,P02,P02_129,00:00:58.405,00:00:57.57,00:01:00.88,2878,3044,get garlic from bag,get,0,garlic,51,"['garlic', 'bag']","[51, 19]"
P02_129_290,P02,P02_129,00:10:13.404,00:10:13.04,00:10:13.86,30652,30693,put down sponge,put-down,1,sponge,9,['sponge'],[9]
P02_129_291,P02,P02_129,00:10:14.151,00:10:14.04,00:10:14.83,30702,30741,open tap,turn-on,6,tap,0,['tap'],[0]
P02_129_292,P02,P02_129,00:10:14.903,00:10:15.18,00:10:17.19,30758,30859,rinse fork,rinse,2,fork,14,['fork'],[14]
P02_129_293,P02,P02_129,00:10:16.905,00:10:16.79,00:10:17.56,30839,30877,put fork in drainer,put-in,5,fork,14,"['fork', 'drainer']","[14, 110]"
P02_129_294,P02,P02_129,00:10:17.904,00:10:17.37,00:10:19.13,30868,30956,rinse knife,rinse,2,knife,4,['knife'],[4]
P02_129_295,P02,P02_129,00:10:19.656,00:10:18.54,00:10:20.36,30927,31018,put knife in drainer,put-in,5,knife,4,"['knife', 'drainer']","[4, 110]"
P02_129_296,P02,P02_129,00:10:20.155,00:10:20.13,00:10:21.72,31006,31086,rinse spoon,rinse,2,spoon,1,['spoon'],[1]
P02_129_297,P02,P02_129,00:10:21.905,00:10:21.82,00:10:22.40,31091,31120,put spoon in drainer,put-in,5,spoon,1,"['spoon', 'drainer']","[1, 110]"
P02_129_298,P02,P02_129,00:10:22.404,00:10:22.41,00:10:23.68,31120,31183,rinse spoon,rinse,2,spoon,1,['spoon'],[1]
P02_129_299,P02,P02_129,00:10:23.405,00:10:23.70,00:10:24.67,31185,31233,put spoon in drainer,put-in,5,spoon,1,"['spoon', 'drainer']","[1, 110]"
P02_129_3,P02,P02_129,00:00:06.916,00:00:06.60,00:00:07.84,330,392,put down pan,put-down,1,pan,5,['pan'],[5]
P02_129_30,P02,P02_129,00:01:03.904,00:01:03.20,00:01:04.59,3160,3229,pick up knife from drainer,pick-up,0,knife,4,"['knife', 'drainer']","[4, 110]"
P02_129_300,P02,P02_129,00:10:24.655,00:10:24.48,00:10:25.52,31224,31276,rinse spoon,rinse,2,spoon,1,['spoon'],[1]
P02_129_301,P02,P02_129,00:10:25.904,00:10:25.49,00:10:26.40,31274,31320,close tap,turn-off,8,tap,0,['tap'],[0]
P02_129_302,P02,P02_129,00:10:26.655,00:10:26.50,00:10:27.48,31325,31374,put spoon in drainer,put-in,5,spoon,1,"['spoon', 'drainer']","[1, 110]"
P02_129_303,P02,P02_129,00:10:27.906,00:10:27.27,00:10:41.33,31363,32066,empty sink,empty,20,sink,63,['sink'],[63]
P02_129_304,P02,P02_129,00:10:41.906,00:10:41.39,00:10:43.13,32069,32156,pick up chopping board,pick-up,0,board:chopping,18,['board:chopping'],[18]
P02_129_305,P02,P02_129,00:10:42.152,00:10:42.03,00:10:42.53,32101,32126,pick up sponge,pick-up,0,sponge,9,['sponge'],[9]
P02_129_306,P02,P02_129,00:10:42.654,00:10:42.49,00:10:48.06,32124,32402,sponge chopping board,sponge,2,board:chopping,18,['board:chopping'],[18]
P02_129_307,P02,P02_129,00:10:48.153,00:10:48.24,00:10:48.60,32412,32430,put down sponge,put-down,1,sponge,9,['sponge'],[9]
P02_129_308,P02,P02_129,00:10:48.653,00:10:48.80,00:10:49.84,32439,32492,open tap,turn-on,6,tap,0,['tap'],[0]
P02_129_309,P02,P02_129,00:10:49.903,00:10:49.91,00:10:53.16,32495,32658,rinse chopping board,rinse,2,board:chopping,18,['board:chopping'],[18]
P02_129_31,P02,P02_129,00:01:06.654,00:01:05.05,00:01:21.94,3252,4097,peel garlic,peel,19,garlic,51,['garlic'],[51]
P02_129_310,P02,P02_129,00:10:53.654,00:10:53.23,00:10:53.99,32661,32699,close tap,turn-off,8,tap,0,['tap'],[0]
P02_129_311,P02,P02_129,00:10:54.906,00:10:54.24,00:10:55.69,32712,32784,put chopping board in drainer,put-in,5,board:chopping,18,"['board:chopping', 'drainer']","[18, 110]"
P02_129_312,P02,P02_129,00:10:56.156,00:10:55.61,00:10:56.36,32780,32818,pick up spoon from sink,pick-up,0,spoon,1,"['spoon', 'sink']","[1, 63]"
P02_129_313,P02,P02_129,00:10:56.157,00:10:56.41,00:10:57.66,32820,32883,pick up sponge,pick-up,0,sponge,9,['sponge'],[9]
P02_129_314,P02,P02_129,00:10:57.905,00:10:57.54,00:11:00.54,32877,33027,sponge spoon,sponge,2,spoon,1,['spoon'],[1]
P02_129_315,P02,P02_129,00:11:00.906,00:11:00.81,00:11:01.25,33040,33062,pick up fork from sink,pick-up,0,fork,14,"['fork', 'sink']","[14, 63]"
P02_129_316,P02,P02_129,00:11:01.655,00:11:01.82,00:11:03.85,33091,33192,sponge fork,sponge,2,fork,14,['fork'],[14]
P02_129_317,P02,P02_129,00:11:04.156,00:11:03.81,00:11:04.52,33190,33226,pick up spoon from sink,pick-up,0,spoon,1,"['spoon', 'sink']","[1, 63]"
P02_129_318,P02,P02_129,00:11:04.904,00:11:04.51,00:11:07.05,33225,33352,sponge spoon,sponge,2,spoon,1,['spoon'],[1]
P02_129_319,P02,P02_129,00:11:07.404,00:11:07.19,00:11:07.51,33359,33375,put down sponge,put-down,1,sponge,9,['sponge'],[9]
P02_129_32,P02,P02_129,00:01:22.655,00:01:21.69,00:01:22.98,4084,4149,put down knife,put-down,1,knife,4,['knife'],[4]
P02_129_320,P02,P02_129,00:11:07.654,00:11:07.67,00:11:08.98,33383,33449,open tap,turn-on,6,tap,0,['tap'],[0]
P02_129_321,P02,P02_129,00:11:08.651,00:11:08.71,00:11:10.37,33435,33518,rinse spoon,rinse,2,spoon,1,['spoon'],[1]
P02_129_322,P02,P02_129,00:11:10.653,00:11:10.66,00:11:11.11,33533,33555,put spoon in drainer,put-in,5,spoon,1,"['spoon', 'drainer']","[1, 110]"
P02_129_323,P02,P02_129,00:11:11.154,00:11:11.19,00:11:12.53,33559,33626,rinse fork,rinse,2,fork,14,['fork'],[14]
P02_129_324,P02,P02_129,00:11:12.651,00:11:12.63,00:11:13.40,33631,33670,put fork in drainer,put-in,5,fork,14,"['fork', 'drainer']","[14, 110]"
P02_129_325,P02,P02_129,00:11:13.405,00:11:12.60,00:11:13.43,33630,33671,rinse spoon,rinse,2,spoon,1,['spoon'],[1]
P02_129_326,P02,P02_129,00:11:13.906,00:11:13.50,00:11:14.01,33675,33700,close tap,turn-off,8,tap,0,['tap'],[0]
P02_129_327,P02,P02_129,00:11:14.406,00:11:14.06,00:11:14.91,33703,33745,put spoon in drainer,put-in,5,spoon,1,"['spoon', 'drainer']","[1, 110]"
P02_129_328,P02,P02_129,00:11:15.153,00:11:14.72,00:11:15.53,33736,33776,pick up sponge,pick-up,0,sponge,9,['sponge'],[9]
P02_129_329,P02,P02_129,00:11:15.656,00:11:15.55,00:11:16.06,33777,33803,pick up washing liquid bottle,pick-up,0,bottle:washing:liquid,15,['bottle:washing:liquid'],[15]
P02_129_33,P02,P02_129,00:01:26.155,00:01:25.99,00:01:26.64,4299,4332,open compost bin,open,3,bin:compost,36,['bin:compost'],[36]
P02_129_330,P02,P02_129,00:11:16.152,00:11:16.10,00:11:17.17,33805,33858,pour washing liquid from bottle onto sponge,pour-onto,9,liquid:washing,22,"['liquid:washing', 'bottle', 'sponge']","[22, 15, 9]"
P02_129_331,P02,P02_129,00:11:17.405,00:11:17.21,00:11:17.76,33860,33888,put down washing liquid bottle,put-down,1,bottle:washing:liquid,15,['bottle:washing:liquid'],[15]
P02_129_332,P02,P02_129,00:11:19.908,00:11:17.86,00:11:20.36,33893,34018,pick up spoon from sink,pick-up,0,spoon,1,"['spoon', 'sink']","[1, 63]"
P02_129_333,P02,P02_129,00:11:20.405,00:11:20.36,00:11:22.67,34018,34133,sponge spoon,sponge,2,spoon,1,['spoon'],[1]
P02_129_334,P02,P02_129,00:11:23.655,00:11:22.49,00:11:23.79,34124,34189,pick up spoon from sink,pick-up,0,spoon,1,"['spoon', 'sink']","[1, 63]"
P02_129_335,P02,P02_129,00:11:24.154,00:11:24.07,00:11:26.30,34203,34315,sponge spoon,sponge,2,spoon,1,['spoon'],[1]
P02_129_336,P02,P02_129,00:11:27.153,00:11:26.23,00:11:27.30,34311,34365,pick up spoon from sink,pick-up,0,spoon,1,"['spoon', 'sink']","[1, 63]"
P02_129_337,P02,P02_129,00:11:27.655,00:11:27.40,00:11:31.04,34370,34552,sponge spoon,sponge,2,spoon,1,['spoon'],[1]
P02_129_338,P02,P02_129,00:11:34.155,00:11:33.89,00:11:34.41,34694,34720,put down sponge,put-down,1,sponge,9,['sponge'],[9]
P02_129_339,P02,P02_129,00:11:34.655,00:11:34.42,00:11:35.51,34721,34775,open tap,turn-on,6,tap,0,['tap'],[0]
P02_129_34,P02,P02_129,00:01:26.655,00:01:26.73,00:01:27.34,4336,4367,throw garlic peel in compost bin,throw,13,peel:garlic,48,"['peel:garlic', 'bin:compost']","[48, 36]"
P02_129_340,P02,P02_129,00:11:35.157,00:11:35.59,00:11:39.46,34779,34973,rinse spoons,rinse,2,spoon,1,['spoon'],[1]
P02_129_341,P02,P02_129,00:11:39.156,00:11:39.09,00:11:40.39,34954,35019,close tap,turn-off,8,tap,0,['tap'],[0]
P02_129_342,P02,P02_129,00:11:40.659,00:11:40.54,00:11:41.79,35027,35089,put spoons in drainer,put-in,5,spoon,1,"['spoon', 'drainer']","[1, 110]"
P02_129_343,P02,P02_129,00:11:41.906,00:11:41.71,00:11:43.91,35085,35195,take off gloves,take-off,12,glove,60,['glove'],[60]
P02_129_344,P02,P02_129,00:11:44.154,00:11:43.92,00:11:44.94,35196,35247,set off timer,set-off,53,timer,111,['timer'],[111]
P02_129_345,P02,P02_129,00:11:45.655,00:11:45.36,00:11:46.09,35268,35304,pick up spoon,pick-up,0,spoon,1,['spoon'],[1]
P02_129_346,P02,P02_129,00:11:46.157,00:11:46.34,00:11:56.89,35317,35844,stir sauce in pan,stir,10,sauce,47,"['sauce', 'pan']","[47, 5]"
P02_129_347,P02,P02_129,00:11:57.402,00:11:56.81,00:11:58.18,35840,35909,put down spoon,put-down,1,spoon,1,['spoon'],[1]
P02_129_348,P02,P02_129,00:11:59.910,00:11:59.94,00:12:04.38,35997,36219,put on gloves,put-on,1,glove,60,['glove'],[60]
P02_129_349,P02,P02_129,00:12:04.656,00:12:04.64,00:12:05.34,36232,36267,pick up garlic presser,pick-up,0,presser:garlic,172,['presser:garlic'],[172]
P02_129_35,P02,P02_129,00:01:27.154,00:01:26.75,00:01:27.52,4337,4376,close compost bin,close,4,bin:compost,36,['bin:compost'],[36]
P02_129_350,P02,P02_129,00:12:05.653,00:12:05.40,00:12:05.86,36270,36293,open garlic presser,open,3,presser:garlic,172,['presser:garlic'],[172]
P02_129_351,P02,P02_129,00:12:05.905,00:12:05.95,00:12:06.88,36297,36344,open tap,turn-on,6,tap,0,['tap'],[0]
P02_129_352,P02,P02_129,00:12:06.401,00:12:06.73,00:12:07.33,36336,36366,rinse garlic presser,rinse,2,presser:garlic,172,['presser:garlic'],[172]
P02_129_353,P02,P02_129,00:12:07.653,00:12:07.12,00:12:07.65,36356,36382,pick up brush,pick-up,0,brush,103,['brush'],[103]
P02_129_354,P02,P02_129,00:12:07.905,00:12:07.75,00:12:13.06,36387,36653,brush garlic presser,brush,57,presser:garlic,172,['presser:garlic'],[172]
P02_129_355,P02,P02_129,00:12:21.405,00:12:21.17,00:12:22.24,37058,37112,put down brush,put-down,1,brush,103,['brush'],[103]
P02_129_356,P02,P02_129,00:12:23.153,00:12:21.80,00:12:23.16,37090,37158,rinse garlic presser,rinse,2,presser:garlic,172,['presser:garlic'],[172]
P02_129_357,P02,P02_129,00:12:23.655,00:12:23.42,00:12:24.05,37171,37202,close tap,turn-off,8,tap,0,['tap'],[0]
P02_129_358,P02,P02_129,00:12:25.405,00:12:24.90,00:12:25.82,37245,37291,put garlic presser in drainer,put-in,5,presser:garlic,172,"['presser:garlic', 'drainer']","[172, 110]"
P02_129_359,P02,P02_129,00:12:27.153,00:12:26.75,00:12:41.14,37337,38057,empty sink,empty,20,sink,63,['sink'],[63]
P02_129_36,P02,P02_129,00:01:31.405,00:01:30.99,00:01:31.79,4549,4589,open drawer,open,3,drawer,8,['drawer'],[8]
P02_129_360,P02,P02_129,00:12:41.656,00:12:41.24,00:12:42.66,38062,38133,pick up sink drainer,pick-up,0,drainer:sink,110,['drainer:sink'],[110]
P02_129_361,P02,P02_129,00:12:43.906,00:12:43.91,00:12:44.17,38195,38208,open bin,open,3,bin,36,['bin'],[36]
